nct_number,study_title,phase,enrollment,funder_type,sponsor,start_date,completion_date,duration_months,start_year,allocation,masking,primary_purpose,intervention_model,is_multinational,country_count,scope
NCT01474538,Safety and Efficacy Study of Insulin Lispro Versus Insulin Aspart in Participants With Type 2 Diabetes on Insulin Pump Therapy,Phase 3,122,INDUSTRY,Eli Lilly and Company,2011-12-01,2013-02-01,14.1,2011.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00905255,GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation in Monotherapy (GETGOAL-MONO Japan LTS),Phase 3,69,INDUSTRY,Sanofi,2009-05-01,2011-01-01,20.0,2009.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00437554,Phase III Study for Glimepiride + Metformin Hydrochloride (Amaryl M) Slow Release (SR),Phase 3,188,INDUSTRY,Handok Inc.,2006-08-01,2007-07-01,11.0,2006.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,1,Single Country
NCT00736879,Safety and Efficacy of Dapagliflozin as Monotherapy in Subjects With Type 2 Diabetes,Phase 3,497,INDUSTRY,AstraZeneca,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,7,Multinational
NCT04233034,Hybrid Closed Loop Therapy and Verapamil for Beta Cell Preservation in New Onset Type 1 Diabetes,Phase 3,113,OTHER,Jaeb Center for Health Research,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,FACTORIAL,0,1,Single Country
NCT01334229,Sitagliptin and Kinetics of Triglyceride-rich Lipoproteins Apolipoprotein B48 and B100 in Patients With Type 2 Diabetes,Phase 3,22,OTHER,Laval University,2011-04-01,2013-12-01,32.0,2011.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00510952,Comparison of Two Basal Insulins for Patients With Type 2 Diabetes on Anti-Hyperglycemic Medications (IOPE),Phase 3,471,INDUSTRY,Eli Lilly and Company,2007-08-01,2008-10-01,14.0,2007.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,4,Multinational
NCT00713830,"GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Sulfonylurea",Phase 3,859,INDUSTRY,Sanofi,2008-07-01,2011-01-01,30.0,2008.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,16,Multinational
NCT00763451,"GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Metformin",Phase 3,484,INDUSTRY,Sanofi,2008-09-01,2011-01-01,28.0,2008.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,15,Multinational
NCT00324363,Safety and Efficacy of Exenatide in Patients With Type 2 Diabetes Using Metformin or Sulfonylureas and Metformin,Phase 3,466,INDUSTRY,AstraZeneca,2006-01-01,2007-04-01,14.9,2006.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,4,Multinational
NCT02946541,A Clinical Trial to Investigate the Efficacy and Safety of Evogliptin,Phase 3,160,INDUSTRY,"Dong-A ST Co., Ltd.",2013-07-01,2015-04-01,21.0,2013.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00133809,Islet Transplantation in Type 1 Diabetics Using the Edmonton Protocol of Steroid Free Immunosuppression,Phase 2,8,OTHER,Emory University,2002-07-01,2014-12-01,149.0,2002.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT02558296,Bexagliflozin Efficacy and Safety Trial,Phase 3,1700,INDUSTRY,Theracos,2015-10-01,,,2015.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,10,Multinational
NCT02324010,"Effects of Sitagliptin on Gastric Emptying, Glycaemia and Blood Pressure in Type 2 Diabetes",Phase 2,14,OTHER,Royal Adelaide Hospital,2015-07-01,2017-01-01,18.1,2015.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00379769,RECORD: Rosiglitazone Evaluated for Cardiac Outcomes and Regulation of Glycaemia in Diabetes,Phase 3,4447,INDUSTRY,GlaxoSmithKline,2001-04-01,2008-12-01,92.0,2001.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,25,Multinational
NCT00309608,Efficacy and Safety of BI 1356 BS (Linagliptin) in Combination With Metformin in Patients With type2 Diabetes,Phase 2,333,INDUSTRY,Boehringer Ingelheim,2006-04-01,,,2006.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,1,6,Multinational
NCT01029886,Safety and Efficacy of Exenatide Once Weekly Versus Liraglutide in Subjects With Type 2 Diabetes,Phase 3,912,INDUSTRY,AstraZeneca,2010-01-01,2011-04-01,14.9,2010.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,21,Multinational
NCT00784433,The CArdiovasCulAr Diabetes & Ethanol (CASCADE) Trial,Phase 3,224,OTHER,Ben-Gurion University of the Negev,2010-06-01,2012-05-01,23.0,2010.0,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,0,Single Country
NCT01552603,Artificial Pancreas Control System in an Inpatient Setting,Phase 2,14,OTHER,Legacy Health System,2012-03-01,2013-09-01,18.0,2012.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00712673,"GLP-1 Receptor Agonist Lixisenatide (Morning or Evening) in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Metformin",Phase 3,680,INDUSTRY,Sanofi,2008-06-01,2011-03-01,33.0,2008.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,16,Multinational
NCT00117026,Effects of Vitamin B1 in Type 1 Diabetic Patients,Phase 1/2,67,OTHER,"University Hospital, Aker",2005-08-01,2011-02-01,66.0,2005.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00288236,Study Evaluating Rimonabant Efficacy in Insulin-Treated Diabetic Patients(ARPEGGIO),Phase 3,368,INDUSTRY,Sanofi,2006-01-01,2007-07-01,17.9,2006.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,12,Multinational
NCT05680155,A Phase 3 Study to Evaluate the Efficacy of XW003 Compared With Placebo in T2DM Patients,Phase 3,211,INDUSTRY,"Hangzhou Sciwind Biosciences Co., Ltd.",,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT05680129,A Phase 3 Study to Evaluate the Efficacy of XW003 Compared With Dulaglutide in Participants With T2DM,Phase 3,623,INDUSTRY,"Hangzhou Sciwind Biosciences Co., Ltd.",,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02749890,Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination (LixiLan) to Lixisenatide on Top of Oral Anti-diabetic Drugs (OADs) With Type 2 Diabetes in Japan,Phase 3,321,INDUSTRY,Sanofi,,2018-05-01,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00707031,"GLP-1 Receptor Agonist Lixisenatide Versus Exenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Metformin",Phase 3,639,INDUSTRY,Sanofi,2008-06-01,2010-11-01,29.0,2008.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,18,Multinational
NCT01262586,Vildagliptin Glycemic Profiles Assessment Using a Continuous Glucose Monitoring Device.,Phase 3,24,INDUSTRY,Novartis Pharmaceuticals,2010-11-01,2011-03-01,3.9,2010.0,RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT01319357,Effects of Saxagliptin on Endothelial Function,Phase 3,52,OTHER,University of Erlangen-Nürnberg Medical School,2010-10-01,2013-04-01,30.0,2010.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00099320,Safety and Efficacy of Exenatide in Patients With Type 2 Diabetes Using Thiazolidinediones or Thiazolidinediones and Metformin,Phase 3,182,INDUSTRY,AstraZeneca,2004-05-01,2005-08-01,15.0,2004.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,3,Multinational
NCT05048719,A Study of LY3502970 in Participants With Type 2 Diabetes Mellitus,Phase 2,383,INDUSTRY,Eli Lilly and Company,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,5,Multinational
NCT00395343,Sitagliptin Added-on to Insulin Study (0431-051),Phase 3,641,INDUSTRY,Merck Sharp & Dohme LLC,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT00603239,Safety and Efficacy of Exenatide in Patients With Type 2 Diabetes Using a Thiazolidinedione or a Thiazolidinedione and Metformin,Phase 3,165,INDUSTRY,AstraZeneca,2008-01-01,2009-07-01,18.0,2008.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,5,Multinational
NCT00420511,Beta-Cell Function and Sitagliptin Trial (BEST),Phase 2,21,OTHER,"Samuel Lunenfeld Research Institute, Mount Sinai Hospital",2007-01-01,2009-09-01,32.0,2007.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01569243,Text to Move (TTM)Study,Phase 2,126,OTHER,Massachusetts General Hospital,2012-06-01,2013-10-01,16.0,2012.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,PARALLEL,0,1,Single Country
NCT01261052,Real-time Adaptation to Changes in Insulin Sensitivity,Phase 2,14,OTHER,Legacy Health System,2010-11-01,2011-04-01,5.0,2010.0,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,CROSSOVER,0,1,Single Country
NCT00393770,Acetylcarnitine and Insulin Sensitivity,Phase 2,43,OTHER,Mario Negri Institute for Pharmacological Research,2004-02-01,2007-09-01,43.0,2004.0,NON_RANDOMIZED,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00783744,Insulin Glargine Combination Therapies in Type II Diabetics,Phase 3,375,INDUSTRY,Sanofi,2001-12-01,,,2001.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,10,Multinational
NCT01994746,Efficacy and Safety of Nasal Glucagon for Treatment of Hypoglycemia in Adults,Phase 3,77,INDUSTRY,Eli Lilly and Company,2013-11-01,2015-01-01,14.0,2013.0,RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT07065032,A Study of ZT002 Injection in Adult Chinese Subjects With Type 2 Diabetes Mellitus (T2DM),Phase 1/2,27,INDUSTRY,"Beijing QL Biopharmaceutical Co.,Ltd",,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01001104,A Study of LY2189265 in Japanese Patients With Type 2 Diabetes,Phase 2,145,INDUSTRY,Eli Lilly and Company,2009-10-01,2010-12-01,14.0,2009.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00308737,Safety of Inhaled Insulin With Type 1 and Type 2 Diabetes,Phase 3,2053,INDUSTRY,Mannkind Corporation,2005-06-01,2008-10-01,40.0,2005.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,8,Multinational
NCT05742243,Insulin and Abatacept in Recently-diagnosed Type 1 Diabetes,Phase 2,68,OTHER,Melbourne Health,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00236626,A Study of the Safety and Effectiveness of Topiramate on Insulin Sensitivity in Overweight or Obese Patients With Type 2 Diabetes,Phase 2,38,INDUSTRY,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",2000-04-01,2002-05-01,25.0,2000.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,0,Single Country
NCT06148649,Phase 2 Study of HEC88473 Injection in Subjects With Type 2 Diabetes Mellitus,Phase 2,234,INDUSTRY,"Dongguan HEC Biopharmaceutical R&D Co., Ltd.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00654381,Japanese P III vs Voglibose and Placebo,Phase 3,561,INDUSTRY,Boehringer Ingelheim,2008-04-01,,,2008.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,1,Single Country
NCT01003184,Efficacy of Once-Weekly Exenatide Versus Once or Twice Daily Insulin Detemir in Patients With Type 2 Diabetes,Phase 3,222,INDUSTRY,AstraZeneca,2009-10-01,2011-12-01,26.0,2009.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,2,Multinational
NCT01305434,Mulberry Leaf Extract and Blood Glucose Control in Diabetics,Phase 1/2,20,INDIV,"Craig, Nancy, M.D.",2011-09-01,2014-12-01,39.0,2011.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00551356,Lispro Mix 25 vs. Glargine in Type 2 Diabetics,Phase 3,53,INDUSTRY,Eli Lilly and Company,2002-11-01,2003-07-01,8.0,2002.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02831361,Trial to Evaluate the Efficacy and Safety of Gemigliptin Compared With Placebo Added on Insulin Alone or on Insulin in Combination With Metformin in Type 2 DM (ZEUS II Study),Phase 3,290,INDUSTRY,LG Life Sciences,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT00241423,Effect of Exenatide on 24-Hour Blood Glucose Profile Compared With Placebo in Patients With Type 2 Diabetes,Phase 2,30,INDUSTRY,AstraZeneca,2005-10-01,2007-06-01,20.0,2005.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01084005,Efficacy and Safety of Linagliptin in Elderly Patients With Type 2 Diabetes,Phase 3,241,INDUSTRY,Boehringer Ingelheim,2010-03-01,,,2010.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,1,5,Multinational
NCT00894322,"A Study to Examine the Pharmacokinetics, Tolerability, Safety and Efficacy of Exenatide Once Weekly Suspension",Phase 1/2,65,INDUSTRY,AstraZeneca,2009-04-01,2009-08-01,4.0,2009.0,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,PARALLEL,0,1,Single Country
NCT00044694,Evaluation of the Effect on Glucose Control and the Safety and Tolerability of AC2993 in Patients With Type 2 Diabetes Mellitus,Phase 2,156,INDUSTRY,AstraZeneca,2002-08-01,2003-05-01,9.0,2002.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00231530,"A Study of the Safety and Efficacy of Topiramate in the Treatment of Obese, Type 2 Diabetes Patients on a Controlled Diet",Phase 3,541,INDUSTRY,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",2001-01-01,2002-05-01,15.9,2001.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,0,Single Country
NCT00917267,A Study to Examine the Effects of Exenatide Once-Weekly Injection on Glucose Control and Safety in Asian Subjects,Phase 3,691,INDUSTRY,AstraZeneca,2009-07-01,2011-04-01,21.0,2009.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,5,Multinational
NCT01515657,Pharmacodynamic Evaluation of PL2200 Versus Enteric-Coated and Immediate Release Aspirin in Diabetic Patients,Phase 3,40,INDUSTRY,PLx Pharma,2012-01-01,2012-06-01,5.0,2012.0,RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),PREVENTION,CROSSOVER,0,1,Single Country
NCT00881530,"Empagliflozin (BI 10773) in Type Two Diabetes (T2D) Patients, Open Label Extension",Phase 2,660,INDUSTRY,Boehringer Ingelheim,2009-03-01,,,2009.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,21,Multinational
NCT00344370,Follow-On Study of Pitavastatin Versus Atorvastatin in Patients With Type II Diabetes Mellitus and Combined Dyslipidemia,Phase 3,214,INDUSTRY,Kowa Research Europe,2006-08-01,2008-04-01,20.0,2006.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,6,Multinational
NCT00627146,Extension of Phase II Therapeutic Trial With a Humanized Non-Mitogenic CD3 (ChAgly CD3) Monoclonal Antibody in Recently Diagnosed Type 1 Diabetic Patients,Phase 2,80,OTHER,AZ-VUB,2000-06-01,2007-03-01,80.9,2000.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,2,Multinational
NCT02861157,Mobile Technology & Online Tools to Track Adherence in Chronic Illness Patients,Phase 2,200,INDUSTRY,3-C Institute for Social Development,,,,,NON_RANDOMIZED,NONE,SUPPORTIVE_CARE,PARALLEL,0,1,Single Country
NCT00665145,Stem Cell Mobilization in Diabetic Neuropathy Subjects Receiving SB-509,Phase 2,23,INDUSTRY,Sangamo Therapeutics,2008-01-01,2009-10-01,21.0,2008.0,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,PARALLEL,0,1,Single Country
NCT00099619,Comparing Exenatide and Insulin Glargine in Type 2 Diabetes Patients for Whom Insulin is the Next Appropriate Therapy,Phase 3,138,INDUSTRY,AstraZeneca,2004-09-01,2005-08-01,11.0,2004.0,RANDOMIZED,NONE,TREATMENT,CROSSOVER,1,6,Multinational
NCT01871870,Artificial Pancreas Control System in an Outpatient Setting,Phase 2,20,OTHER,Legacy Health System,2013-05-01,2013-10-01,5.0,2013.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00715624,"GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Basal Insulin",Phase 3,496,INDUSTRY,Sanofi,2008-07-01,2011-02-01,31.0,2008.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,15,Multinational
NCT00082407,Exenatide Compared With Twice-Daily Biphasic Insulin Aspart in Patients With Type 2 Diabetes Using Sulfonylurea and Metformin,Phase 3,505,INDUSTRY,AstraZeneca,2003-11-01,2008-07-01,56.0,2003.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,12,Multinational
NCT00042458,Evaluation of Dose-titration of Pramlintide During Initiation of Therapy in Patients Trying to Improve Glucose Control,Phase 3,296,INDUSTRY,AstraZeneca,2002-04-01,2003-03-01,11.0,2002.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00749190,BI 10773 add-on to Metformin in Patients With Type 2 Diabetes,Phase 2,495,INDUSTRY,Boehringer Ingelheim,2008-08-01,,,2008.0,,,TREATMENT,PARALLEL,1,16,Multinational
NCT04885712,A Study to Evaluate the Efficacy and Safety of Pioglitazone 15mg or 30mg Add-on in Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin and Dapagliflozin,Phase 3,378,INDUSTRY,"Boryung Pharmaceutical Co., Ltd",,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00286741,Can Group Visits Improve Outcomes of Veterans With Diabetes,Phase 3,239,FED,US Department of Veterans Affairs,2006-06-01,2009-01-01,31.0,2006.0,RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),TREATMENT,PARALLEL,0,1,Single Country
NCT03467932,A Study to Evaluate the Efficacy and Safety of ORMD-0801 (Oral Insulin) in Patients With Type 2 Diabetes Mellitus,Phase 2,373,INDUSTRY,"Oramed, Ltd.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00097500,Effects of Exenatide and Insulin Glargine in Subjects With Type 2 Diabetes,Phase 3,69,INDUSTRY,AstraZeneca,2004-09-01,2009-12-01,63.0,2004.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,3,Multinational
NCT00434954,Effect of Exenatide Plus Metformin vs. Insulin Aspart Plus Metformin on Glycemic Control and Hypoglycemia in Patients With Type 2 Diabetes,Phase 3,494,INDUSTRY,AstraZeneca,2007-02-01,2009-06-01,28.0,2007.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00866658,"GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Basal Insulin +/- Sulfonylurea (GETGOAL-L-ASIA)",Phase 3,311,INDUSTRY,Sanofi,2009-03-01,2010-06-01,15.0,2009.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,4,Multinational
NCT00631007,"A Placebo Controlled Safety and Efficacy Study of INT131 Besylate in Type 2 Diabetes, With an Active Comparator",Phase 2,367,INDUSTRY,"InteKrin Therapeutics, Inc.",2008-02-01,2009-09-01,19.0,2008.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,2,Multinational
NCT00954447,Efficacy and Safety of Linagliptin in Combination With Insulin in Patients With Type 2 Diabetes,Phase 3,1263,INDUSTRY,Boehringer Ingelheim,2009-08-01,,,2009.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,1,19,Multinational
NCT01731431,Multicenter Randomized Trial of Non-inferiority Between Glyburide and Insulin for the Treatment of Gestational Diabetes,Phase 3,914,OTHER,Assistance Publique - Hôpitaux de Paris,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00082381,Effect of AC2993 Compared With Insulin Glargine in Patients With Type 2 Diabetes Also Using Combination Therapy With Sulfonylurea and Metformin,Phase 3,551,INDUSTRY,AstraZeneca,2003-06-01,2008-07-01,61.0,2003.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,13,Multinational
NCT01011868,Efficacy and Safety of BI 10773 in Combination With Insulin in Patients With Type 2 Diabetes,Phase 2,494,INDUSTRY,Boehringer Ingelheim,2009-11-01,,,2009.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,1,7,Multinational
NCT00464776,Study to Assess the Optimal Renoprotective Dose of Aliskiren in Hypertensive Patients With Type 2 Diabetes and Incipient or Overt Nephropathy,Phase 1/2,26,INDUSTRY,Novartis,2005-10-01,,,2005.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00798161,"Safety and Efficacy of Linagliptin (BI 1356) Plus Metformin in Type 2 Diabetes, Factorial Design",Phase 3,857,INDUSTRY,Boehringer Ingelheim,2008-12-01,,,2008.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,1,14,Multinational
NCT01699932,Efficacy and Safety of the Fixed Dose Combination of Glimepiride+Metformin in Type 2 Diabetic Patients Inadequately Controlled,Phase 3,167,INDUSTRY,Sanofi,2012-09-01,2014-04-01,19.0,2012.0,NON_RANDOMIZED,NONE,TREATMENT,SINGLE_GROUP,1,3,Multinational
NCT00916357,"Liquid Meal Study With Insulin Lispro With/Without Recombinant Human Hyaluronidase PH20 (rHuPH20) and Regular Human Insulin With rHuPH20 to Compare Pharmacokinetics, Postprandial Glycemic Response, and Optimal Insulin Dose in Participants With Type 2 Diabetes Mellitus (T2DM)",Phase 2,23,INDUSTRY,Halozyme Therapeutics,2009-07-01,2009-11-01,4.0,2009.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",,CROSSOVER,0,1,Single Country
NCT00291356,"GSK189075, GW869682 Or Placebo In Type 2 Diabetic Patients",Phase 2,45,INDUSTRY,GlaxoSmithKline,2006-01-01,2006-05-01,3.9,2006.0,RANDOMIZED,DOUBLE,TREATMENT,SINGLE_GROUP,1,2,Multinational
NCT06256523,A Study of GZR18 Injection in Chinese Adult Patients With Type 2 Diabetes Mellitus (T2DM),Phase 1/2,72,INDUSTRY,"Gan and Lee Pharmaceuticals, USA",,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00602472,BI 1356 (Linagliptin) in Combination With Metformin and a Sulphonylurea in Type 2 Diabetes,Phase 3,1058,INDUSTRY,Boehringer Ingelheim,2008-02-01,,,2008.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,1,11,Multinational
NCT01787396,Phase III Trial to Evaluate the Efficacy and Safety of Initial Combination Therapy With Gemigliptin 50mg q.d and Metformin q.d,Phase 3,433,INDUSTRY,LG Life Sciences,2013-04-01,2015-03-01,23.0,2013.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
